2025-11-12, 15:05:17, 32.11 °C
2025-11-12, 15:05:19, 28.65 °C
2025-11-12, 15:05:21, 33.93 °C
2025-11-12, 15:05:23, 24.57 °C
2025-11-12, 15:05:25, 26.28 °C
2025-11-12, 15:05:27, 23.69 °C
2025-11-12, 15:05:29, 26.1 °C
2025-11-12, 15:05:31, 21.19 °C
2025-11-12, 15:05:33, 33.97 °C
2025-11-12, 15:05:35, 29.86 °C
2025-11-12, 15:05:37, 21.22 °C
2025-11-12, 15:05:39, 21.82 °C
2025-11-12, 15:05:41, 34.32 °C
2025-11-12, 15:05:43, 23.17 °C
2025-11-12, 15:05:45, 25.82 °C
2025-11-12, 15:05:47, 25.77 °C
2025-11-12, 15:05:49, 27.12 °C
2025-11-12, 15:05:51, 33.0 °C
2025-11-12, 15:05:53, 27.08 °C
2025-11-12, 15:05:55, 28.3 °C
2025-11-12, 15:05:57, 27.75 °C
2025-11-12, 15:05:59, 31.06 °C
2025-11-12, 15:06:01, 34.78 °C
2025-11-12, 15:06:03, 25.22 °C
